Id,CreationDate,PostId,RelatedPostId,LinkTypeId
864438,2012-09-02T17:15:16.160,12475,12441,1
939299,2013-01-08T15:06:02.517,12475,15012,1
1679820,2019-04-11T06:56:29.813,42685,30716,1
1679819,2019-04-11T06:56:29.813,42685,31648,1
1034677,2013-08-23T12:11:37.980,18426,17610,1
1030772,2013-07-22T17:24:20.517,18426,18372,1
1007277,2013-03-17T20:59:18.733,16912,14159,1
1052249,2013-12-11T15:09:24.810,20155,3846,1
1068681,2014-03-11T13:09:04.780,21483,6077,1
1182757,2015-05-30T12:10:35.310,31633,88,1
1365320,2017-06-23T19:55:22.707,38469,38462,1
839247,2012-06-10T00:18:25.567,11648,11684,1
1078550,2014-04-24T13:32:33.837,22247,22237,1
1594130,2018-05-06T18:21:48.527,40739,9399,1
1744852,2020-02-02T02:05:22.810,46272,8869,1
1758614,2020-05-27T04:18:33.853,46930,46573,1
761969,2011-11-02T13:59:57.190,8794,6589,1
1126234,2014-08-27T08:39:55.033,25611,8200,1
1272265,2016-04-16T07:08:42.673,34341,10207,1
256977,2011-02-11T17:13:08.910,4858,2257,1
1103960,2014-06-28T08:43:50.870,25047,1026,1
1352225,2017-05-22T22:30:05.513,38277,5399,1
1352224,2017-05-22T22:30:05.513,38277,5463,1
1379935,2017-08-18T15:38:52.737,38818,1370,1
1902819,2022-12-13T05:21:06.110,52269,38381,1
89329,2010-10-15T16:11:42.683,1168,811,1
250934,2011-02-05T07:18:40.000,2674,286,1
1050085,2013-11-26T20:54:20.007,19986,11425,1
90880,2010-10-16T20:38:48.333,2187,2129,1
259007,2011-02-14T04:02:47.047,4904,1215,1
1824879,2021-04-20T02:42:49.953,48811,5841,1
108075,2010-10-26T12:14:17.137,2379,2353,1
1206730,2015-08-12T05:33:34.750,27858,4096,1
1361164,2017-06-11T02:31:51.080,27858,25427,1
1182475,2015-05-26T03:40:59.093,31593,276,1
1182476,2015-05-26T03:41:31.467,31593,2802,1
1182623,2015-05-28T18:18:22.937,31593,20529,1
1381654,2017-08-28T16:54:21.247,38924,80,1
1776356,2020-09-16T15:07:02.690,47577,1064,1
1776355,2020-09-16T15:07:02.690,47577,3064,1
1847662,2021-12-28T11:07:33.877,50826,50853,1
100,2010-08-21T18:44:01.830,364,64,1
1020572,2013-05-18T10:52:12.670,17676,8829,1
1020592,2013-05-18T12:35:56.033,17676,17456,1
1061955,2014-02-05T02:55:08.317,19213,20511,1
1753315,2020-04-16T06:46:45.840,46644,33487,1
1235321,2015-10-23T15:17:32.850,32884,32835,1
182630,2010-12-15T21:30:01.980,3810,2853,1
1019167,2013-05-11T16:11:04.053,17587,12441,1
1019166,2013-05-11T16:11:04.053,17587,12526,1
1785197,2021-01-27T20:23:03.373,48270,48253,1
1837275,2021-08-29T13:21:35.663,50434,36276,1
1881295,2022-08-06T13:11:28.680,51768,49133,1
1937033,2023-07-20T02:15:27.310,53096,5258,1
1073743,2014-04-04T03:05:51.073,21915,10169,1
1153901,2015-01-26T13:49:52.700,29292,20989,1
1153900,2015-01-26T13:49:52.700,29292,21130,1
1514080,2018-03-18T18:37:26.787,40407,37217,1
1785198,2021-01-27T20:23:03.373,48270,5323,1
1270680,2016-04-08T15:44:50.107,34255,22191,1
1268834,2016-04-05T20:52:17.260,34255,27972,1
1285813,2016-06-10T01:57:42.100,35930,31678,1
1302162,2016-09-03T00:16:16.083,36517,14471,1
1302220,2016-09-03T21:15:53.670,36517,22328,1
1240581,2015-11-13T11:38:59.000,33076,21571,1
1260395,2016-02-20T22:21:26.577,33863,16471,1
441339,2011-05-26T21:04:27.930,6747,791,1
1132397,2014-10-07T12:33:56.913,25980,4,1
1694935,2019-06-07T02:26:35.720,25980,6297,1
1660412,2019-01-30T22:15:20.750,42296,41924,1
1886064,2022-09-29T17:21:09.603,51948,38481,1
1935778,2023-05-31T03:20:35.717,52873,52889,1
138192,2010-11-15T19:53:26.097,3023,2999,1
1056900,2014-01-10T22:15:16.593,20550,149,1
1056906,2014-01-11T00:08:28.467,20550,1920,1
1057185,2014-01-13T02:38:50.650,20550,14124,1
1380262,2017-08-20T03:00:21.553,38858,25747,1
1772910,2020-09-04T17:23:18.773,47514,18379,1
1917733,2023-02-13T19:48:45.813,52469,23798,1
1814581,2021-02-14T21:28:18.093,796,48389,1
1724202,2019-09-15T08:56:28.670,44503,198,1
910126,2012-12-24T19:34:49.770,14811,8539,1
1145671,2014-12-11T03:13:50.243,27783,16512,1
1219518,2015-10-07T09:47:40.727,32738,32587,1
791918,2012-01-30T17:15:06.810,9993,3577,1
902127,2012-12-03T16:04:26.210,14576,4697,1
1032781,2013-08-08T18:39:54.800,18578,18587,1
1956333,2024-02-22T13:12:10.287,53943,1298,1
1513918,2018-03-17T16:29:54.390,40395,40212,1
1832024,2021-07-08T13:02:59.523,49223,14400,1
41689,2010-09-22T15:10:08.500,553,736,1
842248,2012-06-21T12:18:01.280,3873,1168,1
1036780,2013-09-08T13:57:00.123,3873,13950,1
620335,2011-08-25T07:37:22.320,7958,2898,1
902944,2012-12-05T10:39:44.487,14619,14073,1
1073240,2014-04-01T15:50:24.147,21852,4204,1
1073239,2014-04-01T15:50:24.147,21852,18968,1
1732768,2019-11-08T13:45:59.860,45828,17456,1
32638,2010-09-18T05:01:46.500,1317,1265,1
198844,2010-12-30T13:05:05.680,4022,1060,1
1218468,2015-09-25T01:21:10.900,32621,3566,1
1218537,2015-09-25T23:06:53.607,32621,5553,1
1753774,2020-04-22T11:39:22.233,46687,2373,1
1753775,2020-04-22T11:39:22.233,46687,17601,1
1837539,2021-09-12T08:29:17.380,50474,47252,1
316020,2011-03-15T18:59:17.840,5508,4110,1
1067686,2014-03-06T17:57:48.800,21397,4409,1
1193696,2015-07-12T13:57:58.763,31974,31906,1
1194037,2015-07-17T22:45:19.390,31974,31906,3
1950513,2023-12-04T19:57:51.483,53614,11425,1
364291,2011-04-08T17:27:10.083,5900,4314,1
1068892,2014-03-12T12:34:32.990,21503,4427,1
1068893,2014-03-12T12:34:32.990,21503,21470,1
1068894,2014-03-12T12:34:32.990,21503,21488,1
1135297,2014-10-13T07:36:48.810,27042,25291,1
1253385,2016-02-02T14:00:59.573,27042,32201,1
753077,2011-10-23T09:53:33.963,8699,8677,1
806580,2012-03-11T11:15:59.733,10620,3991,1
978421,2013-02-05T20:31:25.637,16371,16226,1
1218282,2015-09-22T10:45:49.013,32601,1060,1
684422,2011-09-22T10:48:06.903,8319,2774,1
1771013,2020-08-10T19:27:05.663,10926,41563,1
869549,2012-09-18T22:29:05.837,12647,11855,1
1655420,2019-01-17T21:55:54.493,19668,31073,1
1962056,2024-03-31T13:28:55.657,47898,50995,1
766979,2011-11-16T19:15:31.280,8997,8297,1
1826280,2021-05-28T18:55:59.930,11161,49023,1
1217972,2015-09-18T05:34:09.347,32558,1593,1
1726562,2019-09-17T09:29:01.127,45542,44446,1
215444,2011-01-10T03:06:51.437,2611,3115,1
474454,2011-06-13T02:24:59.587,6982,6711,1
638752,2011-09-03T22:03:08.870,7131,8073,1
1019794,2013-05-14T14:52:08.647,17610,170,1
1019793,2013-05-14T14:52:08.647,17610,948,1
1019652,2013-05-14T01:07:49.987,17610,6959,1
1019719,2013-05-14T06:53:19.087,17610,15025,1
1073865,2014-04-04T19:25:20.630,21938,21882,1
1167615,2015-03-27T23:07:24.373,30935,22328,1
1240855,2015-11-15T22:11:23.403,33099,33095,1
1871297,2022-05-21T16:57:06.353,51493,21987,1
375773,2011-04-16T08:18:27.677,6100,376,1
890062,2012-11-07T21:24:20.763,14215,3577,1
1666912,2019-02-26T17:52:21.790,42445,6833,1
1955350,2024-01-24T10:36:19.200,53806,39071,1
153178,2010-12-01T18:50:04.413,3439,3253,1
815907,2012-04-06T02:30:24.047,11004,8627,1
487555,2011-06-19T12:53:17.633,7043,6704,1
844479,2012-06-27T14:02:59.123,11691,1977,1
839528,2012-06-11T02:29:14.297,11691,11570,1
854852,2012-08-01T16:46:07.140,11691,12162,1
867294,2012-09-11T20:27:33.227,12570,12553,1
1302083,2016-09-01T18:52:33.910,36497,5014,1
1513089,2018-03-07T19:16:58.717,40339,21836,1
1762232,2020-07-01T05:29:35.427,41003,41415,1
1016916,2013-05-01T22:39:24.537,17456,12301,1
1081047,2014-05-08T09:00:00.853,22457,10608,1
1102143,2014-06-13T18:36:41.873,24879,21053,1
1102144,2014-06-13T18:36:41.873,24879,24878,1
1433809,2017-11-02T18:44:17.930,39437,4769,1
1434567,2017-11-04T09:29:41.583,39437,16253,1
1784404,2020-12-29T00:09:24.727,48096,44317,1
34922,2010-09-19T19:46:36.490,499,453,1
1640707,2018-10-13T12:12:55.863,41713,41719,1
164855,2010-12-07T00:57:30.260,3608,3355,1
1935626,2023-05-26T11:13:23.290,52882,39227,1
258,2010-08-29T17:51:11.743,330,79,1
771073,2011-11-28T07:01:41.623,9158,2571,1
771075,2011-11-28T07:02:57.587,9158,3881,1
771076,2011-11-28T07:02:57.590,9158,4546,1
771074,2011-11-28T07:02:57.587,9158,5312,1
1054339,2013-12-26T21:23:11.097,20273,6100,1
1240969,2015-11-17T07:09:19.520,33085,32160,1
1240964,2015-11-17T00:28:50.930,33085,33095,1
1509554,2018-02-23T12:37:16.230,40247,34733,1
1950330,2023-11-26T08:58:44.223,53569,38694,1
1290150,2016-07-08T14:33:10.983,7561,6136,1
709089,2011-10-05T08:34:32.600,8471,2974,1
833777,2012-05-25T22:20:06.313,11545,8449,1
1334218,2017-02-24T21:17:24.300,37614,14159,1
1364893,2017-06-22T02:38:23.023,38447,21930,1
1381818,2017-08-29T20:34:09.660,38942,25736,1
1502296,2018-02-14T00:38:45.323,40193,40109,1
1642315,2018-10-24T20:52:50.227,41767,41786,1
1659327,2019-01-26T06:47:30.907,42262,41026,1
1848351,2022-01-21T17:48:16.410,51013,36335,1
646105,2011-09-06T13:29:09.323,7784,5323,1
1038712,2013-09-22T08:44:31.537,18899,5994,1
1352768,2017-05-26T22:45:18.040,38301,36671,1
1435337,2017-11-13T10:35:28.203,39506,7563,1
1512625,2018-03-03T23:57:37.967,40293,30652,1
1666000,2019-02-19T09:09:10.837,42408,22191,1
179449,2010-12-13T11:28:30.773,3765,36,1
746699,2011-10-20T17:02:11.727,8674,4853,1
749901,2011-10-21T19:29:21.303,8686,674,1
982844,2013-02-17T13:41:06.560,16512,10495,1
983609,2013-02-19T20:18:03.860,16512,16556,1
1056317,2014-01-08T15:02:01.190,20496,20490,1
1013343,2013-04-08T01:47:46.967,17187,1079,1
1176151,2015-04-21T13:17:59.980,31216,24892,1
737697,2011-10-17T20:08:18.470,8640,844,1
935017,2013-01-04T21:59:16.833,14969,5004,1
983040,2013-02-18T03:03:24.403,14969,5004,3
1035746,2013-08-31T03:10:53.763,18707,6404,1
1037474,2013-09-13T21:51:02.593,18968,1168,1
1037475,2013-09-13T21:51:02.593,18968,1198,1
1037473,2013-09-13T21:51:02.593,18968,3253,1
1038577,2013-09-20T20:29:31.393,18968,7951,1
1084112,2014-05-27T11:13:10.433,22703,6906,1
1265657,2016-04-04T14:44:58.437,34202,34139,1
1313209,2016-10-25T21:43:28.917,36858,33312,1
628166,2011-08-30T08:52:30.897,7999,3670,1
629317,2011-08-30T18:49:05.977,7999,6842,1
1154047,2015-01-28T21:34:02.387,16692,7386,1
1235428,2015-10-23T20:27:27.300,32885,115,1
1758127,2020-05-23T19:39:20.947,46902,22493,1
1940626,2023-08-11T20:09:33.243,53197,51844,1
70008,2010-10-05T17:14:14.223,1942,1142,1
1263817,2016-03-15T22:40:56.567,34064,21962,1
1334631,2017-02-27T15:10:07.103,37645,8583,1
1783720,2020-12-06T00:26:29.110,47973,10788,1
244,2010-08-29T02:57:06.167,668,161,1
430829,2011-05-17T10:12:46.590,3170,5379,1
194028,2010-12-24T01:58:53.627,3957,3960,1
947725,2013-01-15T23:12:59.427,16105,1662,1
947724,2013-01-15T23:11:46.103,16105,1982,1
961714,2013-01-30T01:42:12.573,16105,1989,1
1759310,2020-05-29T22:15:26.407,46948,33076,1
1768090,2020-07-27T14:01:14.260,47286,31975,1
1768091,2020-07-27T14:01:14.260,47286,36230,1
961697,2013-01-30T01:15:52.343,16105,10798,1
983042,2013-02-18T03:03:24.403,16105,1982,3
1759309,2020-05-29T22:15:26.407,46948,27215,1
827535,2012-05-08T12:55:04.833,11388,7900,1
1127315,2014-09-06T15:39:13.330,25700,3887,1
1247869,2015-12-15T23:29:57.637,33369,31077,1
1277185,2016-05-08T02:56:07.633,34697,14132,1
1761696,2020-06-23T13:00:33.070,47094,47085,1
168261,2010-12-08T02:13:55.337,3616,276,1
168312,2010-12-08T02:27:59.823,3616,2802,1
166810,2010-12-07T14:14:03.237,3616,3620,1
946765,2013-01-14T20:36:51.217,3616,15019,1
1838042,2021-09-28T03:28:18.977,3616,25794,1
1219030,2015-10-01T21:35:18.493,32682,6660,1
1219147,2015-10-02T16:01:42.503,32682,27215,1
403411,2011-05-03T09:00:16.210,6107,1610,1
1837012,2021-08-21T09:23:00.660,50383,25850,1
1067242,2014-03-04T14:11:41.777,21355,79,1
1067241,2014-03-04T14:11:41.777,21355,1005,1
1069161,2014-03-13T18:21:32.117,21521,11131,1
1195771,2015-08-07T22:14:28.677,32218,3229,1
1785478,2021-02-04T06:25:20.297,48319,32198,1
106750,2010-10-25T12:45:35.103,1816,1130,1
106751,2010-10-25T12:45:35.103,1816,2168,1
1159967,2015-02-13T09:53:42.413,1816,22016,1
1917096,2023-01-28T03:55:14.610,52421,37886,1
1917098,2023-01-28T03:55:14.610,52421,40725,1
1917097,2023-01-28T03:55:14.610,52421,42072,1
1043254,2013-10-22T18:05:16.717,19483,16226,1
1043255,2013-10-22T18:06:17.737,19483,17462,1
1043341,2013-10-23T12:00:17.110,19483,19494,1
1137019,2014-10-22T11:32:44.537,27143,3111,1
1064843,2014-02-19T18:46:10.620,21163,5936,1
1149210,2014-12-15T22:23:20.373,27827,27265,1
1669613,2019-03-20T07:21:21.393,42554,8892,1
1837591,2021-09-13T22:18:21.467,50475,50478,1
1036036,2013-09-02T16:02:41.897,18822,17239,1
1147477,2014-12-12T18:31:43.237,27804,9241,1
1946004,2023-10-13T08:00:29.720,53423,41926,1
1056614,2014-01-09T18:34:09.157,20522,6660,1
1074612,2014-04-08T16:55:46.777,20522,14414,1
1153929,2015-01-27T05:19:14.057,29301,27424,1
1377945,2017-08-10T18:39:35.937,31883,36276,1
1816737,2021-03-31T15:16:55.997,48703,529,1
1919261,2023-03-19T10:15:16.013,52613,3304,1
1919260,2023-03-19T10:15:16.013,52613,6154,1
1958226,2024-03-16T04:38:30.227,54064,33406,1
1958294,2024-03-17T13:19:25.293,54064,33406,3
195332,2010-12-26T17:55:31.427,3931,79,1
213242,2011-01-09T05:05:11.743,4192,2430,1
213243,2011-01-09T05:05:11.743,4192,4145,1
814624,2012-04-02T06:31:02.450,10927,5922,1
1048672,2013-11-19T05:28:24.667,19832,19800,1
1054574,2013-12-28T20:52:57.870,20353,1994,1
1161733,2015-02-17T15:39:28.300,29519,3405,1
1161744,2015-02-17T15:59:06.220,29519,24986,1
1302418,2016-09-06T19:18:29.587,36540,9008,1
1350466,2017-05-08T09:49:18.180,38163,37573,1
1955803,2024-02-04T10:10:32.527,53864,7512,1
72047,2010-10-06T15:30:40.950,1973,1362,1
133254,2010-11-11T23:34:33.873,2898,1920,1
405539,2011-05-05T04:51:14.090,6387,2711,1
1181774,2015-05-17T15:23:45.033,9304,6912,1
808000,2012-03-15T17:53:02.910,10727,10615,1
859751,2012-08-17T19:15:01.527,12301,3841,1
1957931,2024-03-07T08:26:05.000,54007,1198,3
1381791,2017-08-29T15:55:11.443,38945,21200,1
1381789,2017-08-29T15:55:11.443,38945,37332,1
1506731,2018-02-18T05:55:34.810,40190,21916,1
1704704,2019-07-24T03:57:35.643,44269,9237,1
1957853,2024-03-05T15:40:32.573,54007,1168,1
1957890,2024-03-06T11:41:51.140,54007,1198,1
859740,2012-08-17T18:21:24.780,12301,4375,1
859741,2012-08-17T18:21:24.780,12301,5080,1
1045002,2013-11-03T08:59:34.723,19632,8542,1
1359049,2017-06-02T17:20:28.863,38355,15009,1
1381788,2017-08-29T15:55:11.443,38945,2045,1
1381790,2017-08-29T15:55:11.443,38945,6575,1
229061,2011-01-17T23:03:55.283,4372,93,1
1194860,2015-07-29T10:34:13.260,4962,5014,1
901410,2012-12-02T03:38:57.887,14565,1612,1
1193697,2015-07-12T14:01:52.087,31975,19073,1
1193698,2015-07-12T14:01:52.087,31975,19393,1
252788,2011-02-07T13:54:12.670,4770,1215,1
887257,2012-11-03T16:27:23.970,14167,10828,1
1024996,2013-06-12T23:01:10.340,17997,1825,1
1070014,2014-03-17T23:13:59.710,21590,9934,1
1070184,2014-03-18T21:18:28.523,21590,16268,1
1070183,2014-03-18T21:18:28.523,21590,19213,1
320934,2011-03-23T03:11:37.980,791,1719,1
137640,2010-11-15T08:54:12.840,2998,1317,1
819346,2012-04-17T18:57:44.803,11119,4448,1
836347,2012-06-02T04:54:30.437,11611,5675,1
1945529,2023-09-23T10:28:49.347,11611,10207,1
1745239,2020-02-05T04:46:06.427,46284,46292,1
1080653,2014-05-06T03:48:37.937,22431,21995,1
1081287,2014-05-10T04:13:36.913,22480,21571,1
1745767,2020-02-10T03:06:53.057,46284,1284,1
1745169,2020-02-04T17:15:05.630,46284,33063,1
1745168,2020-02-04T17:12:51.033,46284,37997,1
372444,2011-04-13T16:45:23.663,6052,5907,1
905397,2012-12-10T17:11:22.227,13967,1484,1
879956,2012-10-15T22:44:31.837,13967,2505,1
1035413,2013-08-28T09:30:34.990,18787,14343,1
1079955,2014-05-01T12:50:59.573,22380,88,1
1080012,2014-05-01T20:17:56.020,22380,12377,1
1766870,2020-07-22T17:57:06.347,47266,32895,1
91373,2010-10-17T12:21:07.463,2214,1658,1
812701,2012-03-27T23:47:20.613,10870,9998,1
1135425,2014-10-14T04:23:58.447,27051,27042,1
1311581,2016-10-19T01:08:40.783,36789,14690,1
939138,2013-01-08T12:36:39.930,15012,12475,1
946583,2013-01-14T16:18:12.263,15083,82,1
946422,2013-01-14T12:29:22.527,15083,524,1
1049301,2013-11-22T22:04:08.467,19921,79,1
1049300,2013-11-22T22:04:08.467,19921,11425,1
1323511,2016-12-31T06:47:07.560,37233,21948,1
123990,2010-11-07T02:24:43.480,2703,2758,1
1023872,2013-06-06T12:31:57.110,17906,12331,1
1023784,2013-06-06T00:42:48.810,17906,16087,1
1062315,2014-02-06T16:05:50.003,20894,1471,1
1062210,2014-02-06T09:33:34.300,20894,5188,1
255872,2011-02-09T16:30:56.220,4816,1923,1
346174,2011-04-01T22:29:33.427,5812,1045,1
864300,2012-09-02T01:32:04.333,12473,1079,1
874362,2012-10-03T04:25:11.643,12805,12490,1
908860,2012-12-21T21:55:38.870,14797,5087,1
997031,2013-03-07T23:14:16.657,16789,2611,1
1029321,2013-07-12T08:54:14.760,18215,12524,1
1060145,2014-01-30T21:19:43.430,20800,2503,1
1076043,2014-04-15T09:58:25.007,22128,20907,1
1240958,2015-11-16T21:06:34.353,33105,20449,1
1704807,2019-07-24T18:39:14.463,93,44312,1
235274,2011-01-21T12:23:29.790,4409,4454,1
1275010,2016-04-26T22:10:03.353,34508,10085,1
1383402,2017-09-20T06:45:46.393,39131,16530,1
1720564,2019-08-15T17:46:48.453,44418,16385,1
1720603,2019-08-16T01:44:46.660,44418,40801,1
1382480,2017-09-03T19:41:14.190,38398,34,1
799826,2012-02-22T00:46:23.783,10320,668,1
836690,2012-06-02T19:46:33.060,11617,11620,1
314741,2011-03-14T18:42:54.267,5474,138,1
314740,2011-03-14T18:42:54.267,5474,686,1
1018201,2013-05-08T01:30:11.807,17545,10634,1
1717875,2019-08-02T22:59:52.430,44349,44324,1
1877884,2022-07-10T12:33:17.153,51680,79,1
671118,2011-09-17T14:58:37.317,8251,5591,1
834803,2012-05-28T19:57:37.060,11571,2421,1
1055560,2014-01-04T04:08:56.367,20399,19280,1
1951207,2023-12-26T06:55:17.123,53695,53502,1
1962008,2024-03-28T13:56:31.420,54113,9575,1
790716,2012-01-27T16:00:40.860,5188,446,1
803519,2012-03-02T11:30:10.513,5188,6563,1
898005,2012-11-24T07:32:49.147,14425,14319,1
1149352,2014-12-16T16:43:54.757,27824,12156,1
1149360,2014-12-16T19:53:58.843,27824,12585,1
1148988,2014-12-14T20:49:18.620,27824,25423,1
1340199,2017-03-31T17:17:36.340,37891,17462,1
1479951,2017-12-20T13:43:58.963,39812,3512,1
660092,2011-09-12T17:27:13.983,8199,8153,1
797381,2012-02-15T21:52:51.680,10203,2119,1
1032517,2013-08-06T20:22:55.210,18564,17016,1
1041563,2013-10-11T22:48:32.523,19357,1699,1
1345657,2017-04-15T05:41:45.983,37997,33063,1
1931004,2023-05-12T20:59:02.777,37997,52821,1
1783630,2020-12-03T09:23:20.150,47034,47957,1
1957745,2024-03-03T00:53:37.583,53981,41493,1
1630305,2018-09-12T22:14:10.253,2640,4644,1
525170,2011-07-10T20:52:20.453,7309,529,1
983019,2013-02-18T03:03:24.403,7309,529,3
871849,2012-09-24T16:12:27.630,12719,799,1
871980,2012-09-25T05:33:40.747,12719,3890,1
1919076,2023-03-14T12:50:58.393,52593,52201,1
953302,2013-01-22T00:08:37.800,10901,12712,1
1314623,2016-11-10T14:54:14.263,36955,2312,1
1481651,2018-01-04T23:16:40.317,39918,6642,1
1825823,2021-05-16T14:54:18.277,48955,46331,1
793554,2012-02-04T01:03:22.950,10011,7552,1
1153512,2015-01-23T00:53:24.157,29244,20978,1
1167380,2015-03-24T16:24:05.233,30910,27972,1
1167385,2015-03-24T21:32:35.263,30910,27972,3
1019915,2013-05-15T09:13:26.527,17482,17529,1
1815819,2021-03-12T22:31:53.007,48571,38274,1
1816001,2021-03-14T22:36:14.920,48571,48572,1
1887649,2022-11-03T02:14:22.987,52106,52094,1
320330,2011-03-21T20:37:33.777,1060,93,1
320331,2011-03-21T20:37:33.777,1060,1295,1
320332,2011-03-21T20:37:33.777,1060,1719,1
805862,2012-03-09T09:11:11.330,10552,9731,1
1058532,2014-01-20T03:42:23.657,20631,1257,1
1779783,2020-10-07T13:22:23.073,47684,5750,1
143179,2010-11-19T07:17:21.483,3173,1772,1
356434,2011-04-04T16:26:38.800,5534,5871,1
724469,2011-10-11T22:01:48.820,8583,992,1
1056553,2014-01-09T14:05:34.923,20485,20510,1
1666212,2019-02-20T20:35:59.450,42420,36767,1
798314,2012-02-17T21:59:03.343,10257,3881,1
798313,2012-02-17T21:59:03.340,10257,5613,1
1067081,2014-03-03T19:46:53.133,21332,16471,1
1167995,2015-04-01T12:46:27.493,30984,4915,1
1888062,2022-11-10T21:46:52.140,52138,6297,1
176396,2010-12-11T19:37:47.970,3711,1443,1
177423,2010-12-12T05:09:16.220,3711,3161,1
1760029,2020-06-04T19:08:23.560,46991,18915,1
1950889,2023-12-17T11:20:33.057,53655,53654,1
112514,2010-10-31T21:04:28.877,1484,2291,1
990664,2013-03-02T07:54:27.460,16706,2853,1
248531,2011-02-02T20:57:18.170,2503,1005,1
248530,2011-02-02T20:57:18.170,2503,2384,1
927878,2013-01-02T21:05:38.553,14860,2836,1
1072607,2014-03-29T12:50:19.157,21807,9654,1
1773672,2020-09-08T21:21:52.080,47492,47533,1
87526,2010-10-14T03:48:48.373,2025,1842,1
1744435,2020-01-29T04:11:30.520,2025,37550,1
828192,2012-05-09T17:55:48.213,11422,2271,1
880998,2012-10-18T16:41:56.163,14001,10044,1
983034,2013-02-18T03:03:24.403,14001,10044,3
1023987,2013-06-07T06:26:48.713,17914,1263,1
1026268,2013-06-20T20:53:58.233,18086,17724,1
1029284,2013-07-12T04:59:09.993,18086,17724,3
767653,2011-11-18T19:01:37.967,625,1117,1
568422,2011-08-02T12:55:02.870,5961,3620,1
1136423,2014-10-17T09:48:02.767,27091,27051,1
1575252,2018-04-12T01:43:02.980,40585,40547,1
1837406,2021-09-07T08:04:12.037,50452,31969,1
1888697,2022-11-21T21:00:19.970,51903,51895,1
74480,2010-10-07T16:20:40.703,1982,1662,1
145208,2010-11-21T21:29:26.120,3236,2915,1
145207,2010-11-21T21:29:26.120,3236,3048,1
1841977,2021-10-30T13:22:10.703,50672,38715,1
1841959,2021-10-29T19:52:06.153,50672,50452,1
1941051,2023-08-28T18:54:31.270,53251,16621,1
1941052,2023-08-28T18:54:31.270,53251,25841,1
301440,2011-03-03T04:55:39.773,5251,4034,1
1782257,2020-11-03T18:21:48.890,47818,47721,1
1853441,2022-03-25T01:19:21.107,51236,51247,1
863074,2012-08-29T14:02:45.830,12433,12376,1
1028019,2013-07-03T18:58:02.513,18255,18037,1
1031579,2013-07-28T23:39:39.723,18255,18440,1
146517,2010-11-23T14:13:31.430,3244,1617,1
949354,2013-01-18T00:51:56.257,3742,16121,1
1335993,2017-03-14T22:47:47.493,11414,24909,1
1077196,2014-04-20T19:04:27.923,22191,4074,1
1325625,2017-01-26T03:55:39.707,37382,33550,1
1640577,2018-10-12T22:01:41.313,41710,41455,1
1871439,2022-05-25T11:48:19.040,51491,51475,1
1022958,2013-05-31T18:58:47.360,17851,170,1
1288549,2016-06-25T13:17:32.567,17851,1388,1
1077192,2014-04-20T19:04:27.923,22191,1168,1
1077195,2014-04-20T19:04:27.923,22191,1198,1
1077193,2014-04-20T19:04:27.923,22191,3253,1
1077194,2014-04-20T19:04:27.923,22191,3540,1
1127374,2014-09-07T03:30:27.937,25617,189,1
1127373,2014-09-07T03:30:27.937,25617,1015,1
1126354,2014-08-28T04:49:23.130,25617,9954,1
1127375,2014-09-07T03:30:27.937,25617,10387,1
1127376,2014-09-07T03:30:27.937,25617,19759,1
1126400,2014-08-28T15:33:03.147,25617,22191,1
1814219,2021-02-07T11:09:24.050,48339,18147,1
242436,2011-01-27T03:34:11.853,4581,4358,1
246825,2011-01-31T14:42:46.623,4667,3253,1
523643,2011-07-10T06:33:52.653,7286,1886,1
523644,2011-07-10T06:33:52.653,7286,7240,1
1041412,2013-10-10T05:01:56.390,7286,11229,1
1346836,2017-04-19T14:32:43.117,7913,37980,1
1871525,2022-05-29T17:32:50.773,50652,14471,1
1056414,2014-01-08T23:01:17.077,20505,20399,1
1182334,2015-05-24T02:34:02.457,31325,2898,1
1349055,2017-04-27T21:57:17.550,38072,7552,1
86172,2010-10-13T14:25:07.233,2119,608,1
86171,2010-10-13T14:25:07.233,2119,2058,1
87770,2010-10-14T07:59:47.353,2162,153,1
87771,2010-10-14T07:59:47.353,2162,1015,1
87769,2010-10-14T07:59:47.353,2162,1401,1
87772,2010-10-14T07:59:47.353,2162,1854,1
1487521,2018-02-01T12:45:40.483,40087,33487,1
847490,2012-07-06T17:19:43.417,11955,11902,1
847489,2012-07-06T17:19:43.417,11955,11941,1
902412,2012-12-04T06:12:46.077,14605,524,1
902413,2012-12-04T06:12:46.077,14605,822,1
1062608,2014-02-07T22:32:51.610,20654,5314,1
903444,2012-12-06T07:45:16.783,13970,1854,1
881987,2012-10-21T03:30:53.197,13970,13985,1
983032,2013-02-18T03:03:24.403,13970,1854,3
1069382,2014-03-14T14:32:06.263,21544,93,1
1137477,2014-10-25T18:41:43.867,27197,13950,1
1177405,2015-04-26T11:37:26.973,31282,27424,1
1722102,2019-09-09T20:40:57.410,44509,5341,1
31951,2010-09-17T16:49:42.180,1378,1026,1
385254,2011-04-26T01:17:55.900,6247,2537,1
792689,2012-02-01T21:03:58.530,10034,5492,1
1841505,2021-10-14T08:07:45.313,50609,40344,1
1298830,2016-08-13T06:09:56.190,36403,1313,1
1482281,2018-01-19T03:34:43.370,39984,20901,1
1482970,2018-01-19T16:01:19.240,39984,20901,3
159070,2010-12-05T01:31:10.410,3533,3253,1
161503,2010-12-05T23:53:55.933,3533,3577,1
